restaurant name,locality,feature,review,sentiment
fountain sizzlers,Fort,service,This place is not worth visiting as service is 0,-1
fountain sizzlers,Fort,service,Taste is nothing good and service manager thrown menu at us like we are here for free dinner .,1
fountain sizzlers,Fort,service,However the prawns were little tough.However the service was pathetic,-1
fountain sizzlers,Fort,location,Decent ambience and great location,1
fountain sizzlers,Fort,price,"The best sizzlers I have had upto date is here .Simple and beautiful interiors with comfortable sitting.It has 2 levels of seating.Service is quick and waiters are also friendly.We ordered ; Veggie fountain sizzler -Upto mark .Full 100.Right amount of spices , veggies , paneer and pattice.Enough to have for 2 people and reasonably priced.MocktailsBerry punch-With strawberry , pineapple and raspberry it was good but a little thicknees was missingCold coffee-We asked with icecream but it was missing.Sizzling hot Brownie-Best best best the one which I think everyone loves itA must try place for sizzlers -the best in town.Loved everything .",1
fountain sizzlers,Fort,price,"Although the prices have gone up the food remains the same taste and flavor over the years.There is a good selection of meat , chicken and fish sizzlers served on a hot iron plate",1
fountain sizzlers,Fort,price,Good to go if you are in a large group as the prices are very decent .,1
fountain sizzlers,Fort,ambience,"My colleagues took a paneer shashlik sizzler , which was equally yummy.I tried their chocolate mousse , which was the best i ever had.The service and ambience is also top class",1
fountain sizzlers,Fort,ambience,Nice ambience and charges are nominal too,1
fountain sizzlers,Fort,ambience,The ambience is quite nice and the staff courteous,1
fountain sizzlers,Fort,ambience,Decent ambience and great location,1
fountain sizzlers,Fort,ambience,This place has a nice soothing ambience and great sizzlers,1
fountain sizzlers,Fort,ambience,The ambience at the restaurant is good,1
fountain sizzlers,Fort,restaurant,The sizzler joint is located in Flora Fountain area just opposite iconic HSBC Bank and the also near the High CourtI had visited the place on Sunday morning hence had ample space for Parking which is otherwise a nightmare during week daysThe restaurant has cool and cosy ambiance with very friendly Staff .We had Iced Tea Peach flavored as a refresher,1
fountain sizzlers,Fort,restaurant,It is a very good restaurant for having sizzlers & the place is nice & cozy,1
fountain sizzlers,Fort,restaurant,Very nice restaurant ..,1
fountain sizzlers,Fort,restaurant,"A perennial family favorite , we selected this restaurant for out of town visiting sister and brother in law",1
fountain sizzlers,Fort,restaurant,Fountain Sizzllers is a nice little restaurant in the Fort area of a South Mumbai,1
fountain sizzlers,Fort,restaurant,This is a prominent restaurant located near flora fountain in Mumbai.They are famous for their sizzlers,1
fountain sizzlers,Fort,restaurant,comfortable restaurant yields a surprising calm,1
fountain sizzlers,Fort,restaurant,This is a prominent restaurant located near flora fountain in Mumbai.They are famous for their sizzlers.Sandwiches and soups were equally good.They have seating on ground plus mezzanine floor.Staff is prompt.Good place if you like sizzlers .,1
fountain sizzlers,Fort,restaurant,Tucked between two noisy and bustling streets this quaint an comfortable restaurant yields a surprising calm,1
fountain sizzlers,Fort,restaurant,Good and consistent are two things you can associate with the restaurant,1
fountain sizzlers,Fort,restaurant,"For a change you can try a sizzler dish on a plate , instead of the hot pan.The ice tea is a great accompaniment.Overall a good restaurant .",1
fountain sizzlers,Fort,restaurant,"Once you are inside the restaurant , the ambiance is nice and quite cozy with the AC and dim light..",1
fountain sizzlers,Fort,restaurant,The ambience at the restaurant is good,1
fountain sizzlers,Fort,restaurant,Thou the taste and portion was gud.Overall Average restaurant and a little expensive,-1
fountain sizzlers,Fort,restaurant,A very nice restaurant,1
fountain sizzlers,Fort,atmosphere,A great spot for a quick lunch with a good atmosphere to support easy conversation .,1
fountain sizzlers,Fort,value,Good food and good value for money too,1
fountain sizzlers,Fort,sizzler,They patiently serve you the sizzler appropriately.We had an awesome time and I will be goign back with my family.Strongly recommend this place for best sizzlers in town ! !,1
fountain sizzlers,Fort,sizzler,"It was first an Iranian cafe and 30 years ago was converted into this amazing sizzler restaurant.We had two starters and a sizzler , and I must say they offer great quantity",1
fountain sizzlers,Fort,sizzler,Their sizzlers and mini meals are excellent,1
fountain sizzlers,Fort,sizzler,"The place is known for its sizzlers and pasta ’ s.We visited the place on a weekday and it was empty , so we immediately got the table",-1
fountain sizzlers,Fort,sizzler,A good dish to have here.In mains we ordered the classic Chicken Shashlik sizzler with rice,1
fountain sizzlers,Fort,sizzler,The only good thing in the sizzler were the Curly fries,1
fountain sizzlers,Fort,sizzler,"The ambience and sizzler are the reason for such a low rating.Note:1 ) Cost for 2 people : ₹ 600 - ₹1000.2 ) On weekdays a table is easily available , so no need to book a table .",-1
fountain sizzlers,Fort,sizzler,Yes this is one of the best place in Mumbai to have amazing sizzlers,1
fountain sizzlers,Fort,sizzler,"While this was a favorite restaurant when i used to work with a Bank close to the place , I do visit this place off and on during my visits to Mumbai.however , i was here after about 2 years - the grilled chicken sizzler was awesome",1
fountain sizzlers,Fort,sizzler,"service as good as always.even though the place seems to be under renovation it felt good to be here and have one of the best sizzler restaurants in India.I did not expect a huge scoop of vanila ice cream , which again turned out to be awesome , with not too sweet a taste ! i look forward to visiting this place again in a day or two !",-1
fountain sizzlers,Fort,sizzler,the service is good and food served here is delicious.Tried most of the sizzler options here and each one of them was very well made.Television screen adds to the fun of watching a great cricket match with lunch or dinner .,1
fountain sizzlers,Fort,sizzler,"Tired of the usual food , get your friends here to chill out with some hot and steaming sizzlers",1
fountain sizzlers,Fort,sizzler,You get great variety of sizzlers both veg and non-veg at reasonable price,1
fountain sizzlers,Fort,sizzler,"As I am vegetarian , can suggest you eat their oriental red hot sizzler",1
fountain sizzlers,Fort,sizzler,"This is my second visit to Fountain sizzlers , its and amazing place with good ambience welcoming staff.Food taste was awesome , its worth the visit.The taste has not changed in so many years .",1
fountain sizzlers,Fort,sizzler,Just had a great dinner at fountain sizzlers,1
fountain sizzlers,Fort,sizzler,They have really good vegetarian sizzlers along with the siders .,1
fountain sizzlers,Fort,sizzler,Good combinations of meat sizzlers,1
fountain sizzlers,Fort,sizzler,"Located at Fort , great place for sizzlers",1
fountain sizzlers,Fort,sizzler,We went yesterday night for dinner after almost 1 year but test is same.We are big fan of sizzlers so this is perfect place for it.World best lime 7 and fountain veggie sizlers are best option for vegetarians.Service is very fast .Decor is simple .,1
fountain sizzlers,Fort,sizzler,"On sunday evening parking is not a problem at all , one of the few in mumbai in this range of restaurant.Food : Sizzlers are done well ; quantity is one sizzler per person if thats all you want to have.They have some healthy soups to offer and with sizzlers also , they are offering healthy option including a ZERO carb option.The healthy options are tasty too",1
